"results","estimators"
0.0858822572187822,"MLE"
0.108619975609705,"MLE"
0.0818457700557382,"MLE"
0.112304084292067,"MLE"
0.0843153812609642,"MLE"
0.0950105298472502,"MLE"
0.0970767252120764,"MLE"
0.140474210806603,"MLE"
0.100205550601257,"MLE"
0.0801654065383889,"MLE"
0.0926737214942281,"MLE"
0.132792696884409,"MLE"
0.132647167126147,"MLE"
0.10122093081666,"MLE"
0.099355177111481,"MLE"
0.101161018656078,"MLE"
0.138696666874659,"MLE"
0.0913566442236494,"MLE"
0.0915765549368838,"MLE"
0.0994256038577278,"MLE"
0.137162894665842,"MLE"
0.0744575967886341,"MLE"
0.0693308435015641,"MLE"
0.0823382489888516,"MLE"
0.0952164405204872,"MLE"
0.0819956669132669,"MLE"
0.0868117752552583,"MLE"
0.0949856929839845,"MLE"
0.097520686626446,"MLE"
0.0995919983939788,"MLE"
0.107051580775889,"MLE"
0.145616331097941,"MLE"
0.126138784946186,"MLE"
0.10202299522168,"MLE"
0.111034848671895,"MLE"
0.0893163023244121,"MLE"
0.11956590311811,"MLE"
0.0923014751719675,"MLE"
0.109669209936191,"MLE"
0.0871465739060069,"MLE"
0.110612696045857,"MLE"
0.0876697734594143,"MLE"
0.0917702958646369,"MLE"
0.0935465994255991,"MLE"
0.123675575090818,"MLE"
0.108006191679267,"MLE"
0.0817850972401383,"MLE"
0.0954967463776843,"MLE"
0.0967128238605705,"MLE"
0.0984497389789453,"MLE"
0.121245971675512,"MLE"
0.119570309180583,"MLE"
0.13433522732172,"MLE"
0.0728490449511934,"MLE"
0.152729208566166,"MLE"
0.0912441591740281,"MLE"
0.16752459082465,"MLE"
0.0788724451436064,"MLE"
0.123924103047771,"MLE"
0.110883056352941,"MLE"
0.126140298584046,"MLE"
0.109852812909936,"MLE"
0.0822131692930489,"MLE"
0.0812759240822797,"MLE"
0.0697890038404778,"MLE"
0.138865194941666,"MLE"
0.126850689998331,"MLE"
0.0976062584466949,"MLE"
0.0947456466566912,"MLE"
0.108386914477598,"MLE"
0.0957883559859483,"MLE"
0.116604318766607,"MLE"
0.116838914317092,"MLE"
0.119186267518874,"MLE"
0.0867755570181819,"MLE"
0.12784112745238,"MLE"
0.061936746187554,"MLE"
0.0935139670732727,"MLE"
0.0997011044047023,"MLE"
0.0902343451644938,"MLE"
0.092672204172528,"MLE"
0.116821079376649,"MLE"
0.175095563861667,"MLE"
0.0933634919472172,"MLE"
0.132252127996521,"MLE"
0.0865337337976432,"MLE"
0.0948214806996431,"MLE"
0.0671640343142459,"MLE"
0.11903091961855,"MLE"
0.081020097930785,"MLE"
0.115535697415659,"MLE"
0.13400959104284,"MLE"
0.147939057901588,"MLE"
0.113546818026517,"MLE"
0.089223085985795,"MLE"
0.0933959917666308,"MLE"
0.0940385303517585,"MLE"
0.0865706872940472,"MLE"
0.107232219328606,"MLE"
0.0736654272594321,"MLE"
0.0734670879787531,"MLE"
0.10998814206115,"MLE"
0.118843332293172,"MLE"
0.124415643137022,"MLE"
0.0914657743251257,"MLE"
0.136206420386484,"MLE"
0.119706606217133,"MLE"
0.0727580924394103,"MLE"
0.122998788731393,"MLE"
0.0937702173870281,"MLE"
0.109763587611024,"MLE"
0.0957511309767707,"MLE"
0.100727340433759,"MLE"
0.115334912018187,"MLE"
0.0827298145186989,"MLE"
0.123856306637482,"MLE"
0.0798778409101704,"MLE"
0.098385967988266,"MLE"
0.149877361125863,"MLE"
0.068347129589362,"MLE"
0.0938974967249914,"MLE"
0.0993741678010066,"MLE"
0.107616269216504,"MLE"
0.162811740201313,"MLE"
0.086508694909066,"MLE"
0.121249171824754,"MLE"
0.0717402469652593,"MLE"
0.103350138585827,"MLE"
0.0836384482537134,"MLE"
0.140754572931944,"MLE"
0.0939458004395261,"MLE"
0.0867144481833355,"MLE"
0.125152599610411,"MLE"
0.087743916232991,"MLE"
0.0865140592196385,"MLE"
0.161725964754428,"MLE"
0.178750491759689,"MLE"
0.107884942345862,"MLE"
0.107630424163979,"MLE"
0.100127290026024,"MLE"
0.0727943170903698,"MLE"
0.0841945329679451,"MLE"
0.0900705747840197,"MLE"
0.0707911098270904,"MLE"
0.0738044714414055,"MLE"
0.0940874061123928,"MLE"
0.132618576156598,"MLE"
0.0861391596775744,"MLE"
0.109130556118722,"MLE"
0.0869144290041566,"MLE"
0.100655584941509,"MLE"
0.088195051787222,"MLE"
0.0868273175227613,"MLE"
0.103623382440105,"MLE"
0.10430614428802,"MLE"
0.0819334356481789,"MLE"
0.0982359885710088,"MLE"
0.100700321055485,"MLE"
0.136232329315832,"MLE"
0.108067649451491,"MLE"
0.0989543865855604,"MLE"
0.0794468573007328,"MLE"
0.0913125829769584,"MLE"
0.0826966386977446,"MLE"
0.116420681959817,"MLE"
0.123648867763836,"MLE"
0.114921854192866,"MLE"
0.115714485869649,"MLE"
0.118548392304605,"MLE"
0.0999650569289824,"MLE"
0.0878207338373236,"MLE"
0.100353866622647,"MLE"
0.0970248505986975,"MLE"
0.112263805611602,"MLE"
0.0880852746032853,"MLE"
0.100349319972178,"MLE"
0.121822431309725,"MLE"
0.0857546362150356,"MLE"
0.0763869297808687,"MLE"
0.0742547217397372,"MLE"
0.159308654756018,"MLE"
0.154968689841766,"MLE"
0.126958780038655,"MLE"
0.0866505448360705,"MLE"
0.0879825778127796,"MLE"
0.119150888760148,"MLE"
0.099413536923167,"MLE"
0.101184491810141,"MLE"
0.104476767195471,"MLE"
0.069363400391764,"MLE"
0.109758542705331,"MLE"
0.0775093871742107,"MLE"
0.106749732460127,"MLE"
0.118262973613187,"MLE"
0.114305884884219,"MLE"
0.0970260871745867,"MLE"
0.106546892887653,"MLE"
0.085310467598981,"MLE"
0.138309946381959,"MLE"
0.074886559968664,"MLE"
0.0811194000090947,"MLE"
0.0884765143383672,"MLE"
0.0968785611938859,"MLE"
0.103360308365327,"MLE"
0.0906778084809478,"MLE"
0.099704346839918,"MLE"
0.0932077068769921,"MLE"
0.126907303193398,"MLE"
0.11762570410857,"MLE"
0.112370569728841,"MLE"
0.093101980612876,"MLE"
0.168829561540278,"MLE"
0.0799338557872981,"MLE"
0.137943111210878,"MLE"
0.117562012296416,"MLE"
0.0865024401504567,"MLE"
0.0834921386061313,"MLE"
0.0749133783714115,"MLE"
0.104508117459563,"MLE"
0.1020348378053,"MLE"
0.0843968103461934,"MLE"
0.132417002303661,"MLE"
0.125208726114242,"MLE"
0.0988167106670375,"MLE"
0.0889671549443468,"MLE"
0.10061393090135,"MLE"
0.114838863745716,"MLE"
0.0636848491184629,"MLE"
0.0978370990771304,"MLE"
0.0955330346128769,"MLE"
0.122934028724136,"MLE"
0.0909074966650644,"MLE"
0.0735524329120008,"MLE"
0.174668175129032,"MLE"
0.12239377262378,"MLE"
0.0691023985810038,"MLE"
0.132242831408646,"MLE"
0.0663009035514659,"MLE"
0.0934242350383265,"MLE"
0.0880668329208365,"MLE"
0.0803268794297493,"MLE"
0.135870744859789,"MLE"
0.12560148112016,"MLE"
0.137031948676881,"MLE"
0.0835043934768367,"MLE"
0.107819617157082,"MLE"
0.100183932464275,"MLE"
0.131264814830745,"MLE"
0.105761265898804,"MLE"
0.106959517111846,"MLE"
0.0984781594470383,"MLE"
0.0832012636126884,"MLE"
0.0985553810227629,"MLE"
0.0892026582134275,"MLE"
0.0785773432522348,"MLE"
0.0885995448984141,"MLE"
0.0989350554011386,"MLE"
0.0849812146006856,"MLE"
0.108282611467671,"MLE"
0.0876544771307326,"MLE"
0.153199158122155,"MLE"
0.0897297281274315,"MLE"
0.106878883840294,"MLE"
0.0672254388649323,"MLE"
0.134437236768728,"MLE"
0.0859518939083244,"MLE"
0.0839862523114507,"MLE"
0.0995666991277549,"MLE"
0.132884917356341,"MLE"
0.137684469668421,"MLE"
0.104728293040286,"MLE"
0.10786193611886,"MLE"
0.0891508932878293,"MLE"
0.0825241148874937,"MLE"
0.089947946434301,"MLE"
0.0946070526902406,"MLE"
0.0733051544021164,"MLE"
0.118516324196046,"MLE"
0.121578954889872,"MLE"
0.0912564972014337,"MLE"
0.132100369867855,"MLE"
0.0760349310376612,"MLE"
0.0876949562948848,"MLE"
0.159290853360372,"MLE"
0.0877642400664414,"MLE"
0.0840716564288232,"MLE"
0.086345999154211,"MLE"
0.130668861907863,"MLE"
0.0791176152006172,"MLE"
0.0967329082094272,"MLE"
0.124347768249098,"MLE"
0.096807494856085,"MLE"
0.069679498010376,"MLE"
0.0846119890604645,"MLE"
0.0831406792395433,"MLE"
0.097893306730848,"MLE"
0.0966114046715969,"MLE"
0.106143830890115,"MLE"
0.0664564473385031,"MLE"
0.0609163809831514,"MLE"
0.0845464587260073,"MLE"
0.114649019769916,"MLE"
0.0876599662870864,"MLE"
0.101250351818367,"MLE"
0.113160570635234,"MLE"
0.133054071752769,"MLE"
0.0824961681475435,"MLE"
0.087477916519386,"MLE"
0.0891883386078143,"MLE"
0.110142442499149,"MLE"
0.0886905607227187,"MLE"
0.159885973957937,"MLE"
0.10857217309162,"MLE"
0.104222233229359,"MLE"
0.122731094037094,"MLE"
0.103266535907045,"MLE"
0.104340439501593,"MLE"
0.0915752535948516,"MLE"
0.143480783625367,"MLE"
0.0989414001020077,"MLE"
0.0910924661490466,"MLE"
0.0916585405507625,"MLE"
0.0932451500813751,"MLE"
0.0919551869732188,"MLE"
0.102389122782361,"MLE"
0.120569811561488,"MLE"
0.0834452671351896,"MLE"
0.0838274669737398,"MLE"
0.0735108550621443,"MLE"
0.100226614903816,"MLE"
0.100314545624969,"MLE"
0.106594371765813,"MLE"
0.090214792510279,"MLE"
0.0869118455838334,"MLE"
0.0971462318617634,"MLE"
0.0826352456860391,"MLE"
0.0883831480973717,"MLE"
0.0764829775543534,"MLE"
0.10811553297602,"MLE"
0.10034913480169,"MLE"
0.0728259243748964,"MLE"
0.179890440582257,"MLE"
0.107322474790275,"MLE"
0.11658459610859,"MLE"
0.134478387554505,"MLE"
0.133724805026879,"MLE"
0.154062350579456,"MLE"
0.099184435046028,"MLE"
0.117510915029402,"MLE"
0.0911676422393944,"MLE"
0.150540170566996,"MLE"
0.0893775289396775,"MLE"
0.0865300339200973,"MLE"
0.0957317065255412,"MLE"
0.0956481997058659,"MLE"
0.0866731901998714,"MLE"
0.206049557826182,"MLE"
0.125474269820056,"MLE"
0.0918475530158699,"MLE"
0.107620566089218,"MLE"
0.0973675993757,"MLE"
0.160521197775299,"MLE"
0.076730362316031,"MLE"
0.0932724893405408,"MLE"
0.0748946158593338,"MLE"
0.0894522129634065,"MLE"
0.139080471710462,"MLE"
0.0708519409308869,"MLE"
0.125486261913557,"MLE"
0.113319563191092,"MLE"
0.0973730191479314,"MLE"
0.128337707596275,"MLE"
0.0951246674095093,"MLE"
0.109436196821108,"MLE"
0.0929616671121516,"MLE"
0.0589286840834815,"MLE"
0.0989859690738662,"MLE"
0.132804602646575,"MLE"
0.121330464666155,"MLE"
0.0905883278363671,"MLE"
0.137139698483393,"MLE"
0.167142205695122,"MLE"
0.112875160496931,"MLE"
0.109387830242908,"MLE"
0.128456611132746,"MLE"
0.0853346565532881,"MLE"
0.109067518799107,"MLE"
0.0942972126777344,"MLE"
0.0955817891931833,"MLE"
0.108024981043199,"MLE"
0.0628688840731319,"MLE"
0.10108030122461,"MLE"
0.0714941377364656,"MLE"
0.238270287425631,"MLE"
0.110407759021625,"MLE"
0.0896958601505221,"MLE"
0.102340407391159,"MLE"
0.114486268480358,"MLE"
0.0728059469895498,"MLE"
0.09736205054804,"MLE"
0.132616582745708,"MLE"
0.0893684176756415,"MLE"
0.127735175521971,"MLE"
0.071502490601873,"MLE"
0.137799560165311,"MLE"
0.0766050834587664,"MLE"
0.0874648653239487,"MLE"
0.100255960870364,"MLE"
0.0868091425080772,"MLE"
0.119825846609988,"MLE"
0.128070192448357,"MLE"
0.0900275429470567,"MLE"
0.12279537538668,"MLE"
0.0636090421255649,"MLE"
0.111558517326536,"MLE"
0.0988327626993628,"MLE"
0.0940465016792943,"MLE"
0.180993914521914,"MLE"
0.0831911225901165,"MLE"
0.106351035942563,"MLE"
0.0829666600866814,"MLE"
0.0787663024078162,"MLE"
0.141343533583319,"MLE"
0.0920209667163358,"MLE"
0.133531699733295,"MLE"
0.0880106823726603,"MLE"
0.108221804582903,"MLE"
0.152774687225775,"MLE"
0.0845839893730415,"MLE"
0.0888346076443143,"MLE"
0.114065719526869,"MLE"
0.0981124009961988,"MLE"
0.13710346550318,"MLE"
0.0859221672121243,"MLE"
0.18507948951909,"MLE"
0.0658149363872657,"MLE"
0.14157558981465,"MLE"
0.169840498960473,"MLE"
0.0882373051771572,"MLE"
0.0643801541086476,"MLE"
0.0702335445172057,"MLE"
0.0897537300238767,"MLE"
0.102803700402886,"MLE"
0.122948434442301,"MLE"
0.126784286231157,"MLE"
0.114294192703668,"MLE"
0.109061977531203,"MLE"
0.084878936041007,"MLE"
0.13091362043274,"MLE"
0.122846238030858,"MLE"
0.0852706073873819,"MLE"
0.0952702896133175,"MLE"
0.184833869799402,"MLE"
0.120954974945172,"MLE"
0.164183312721014,"MLE"
0.125233969717373,"MLE"
0.206943251436375,"MLE"
0.0900955798868152,"MLE"
0.140212242764273,"MLE"
0.078085896589641,"MLE"
0.072128897050097,"MLE"
0.104764986810749,"MLE"
0.12687628092405,"MLE"
0.121861142498892,"MLE"
0.131997507031239,"MLE"
0.0918147195507728,"MLE"
0.129841284540339,"MLE"
0.111096907707135,"MLE"
0.092294551119043,"MLE"
0.0866071994863937,"MLE"
0.0869516230981439,"MLE"
0.104448415558538,"MLE"
0.11601326119895,"MLE"
0.0981597922089786,"MLE"
0.117794039779293,"MLE"
0.100254612181649,"MLE"
0.0963698580779607,"MLE"
0.108011021627975,"MLE"
0.112846483529479,"MLE"
0.0619085570868077,"MLE"
0.16588860404015,"MLE"
0.0746457191837313,"MLE"
0.0932631773241335,"MLE"
0.102170850699259,"MLE"
0.084489290079914,"MLE"
0.0705786385346964,"MLE"
0.0872846936323144,"MLE"
0.0963648065446936,"MLE"
0.114223706702213,"MLE"
0.0967750693069053,"MLE"
0.0677030800470255,"MLE"
0.154715546221784,"MLE"
0.188351907296864,"MLE"
0.108221012358738,"MLE"
0.136011489715587,"MLE"
0.141596935238758,"MLE"
0.114954050183737,"MLE"
0.112402439438986,"MLE"
0.073495931159135,"MLE"
0.126985751933536,"MLE"
0.0900805840883687,"MLE"
0.13350949596953,"MLE"
0.111459845527893,"MLE"
0.0955998114365295,"MLE"
0.105638556477754,"MLE"
0.0843387070724756,"MLE"
0.101438114628167,"MLE"
0.168186701268096,"MLE"
0.0974961326340791,"MLE"
0.0861524516574844,"MLE"
0.0701218401047109,"MLE"
0.0690335837888615,"MLE"
0.112733415404635,"MLE"
0.0784809657369213,"MLE"
0.0815392864398927,"MLE"
0.118833050191796,"MLE"
0.112535722410328,"MLE"
0.167157952505268,"MLE"
0.0941914952636457,"MLE"
0.0975113975973699,"MLE"
0.113787973571873,"MLE"
0.092137018477943,"MLE"
0.0711466495927059,"MLE"
0.151779779693939,"MLE"
0.0657011656682067,"MLE"
0.0863215309311921,"MLE"
0.111127416605941,"MLE"
0.101997050028893,"MLE"
0.118415314582277,"MLE"
0.098510740222364,"MLE"
0.082691264645212,"MLE"
0.100972809092816,"MLE"
0.0871349274401965,"MLE"
0.113665727469272,"MLE"
0.100448710886012,"MLE"
0.109892714392505,"MLE"
0.0904365823814419,"MLE"
0.0664451940569265,"MLE"
0.154111596385621,"MLE"
0.0768257090427207,"MLE"
0.101188052331564,"MLE"
0.0690433318065999,"MLE"
0.118753020181315,"MLE"
0.105246120806573,"MLE"
0.11370633496927,"MLE"
0.196921554495322,"MLE"
0.111310295087381,"MLE"
0.0729686305972081,"MLE"
0.109091360586696,"MLE"
0.123393456387157,"MLE"
0.0923610931482563,"MLE"
0.080815299984088,"MLE"
0.108226141652099,"MLE"
0.0839899550146927,"MLE"
0.100700867188386,"MLE"
0.118645112068025,"MLE"
0.138154220905078,"MLE"
0.102207099379863,"MLE"
0.101677663375278,"MLE"
0.125103506924025,"MLE"
0.119051699216255,"MLE"
0.0972813880328672,"MLE"
0.0940431791511576,"MLE"
0.116936650740675,"MLE"
0.087899393185466,"MLE"
0.102298343887758,"MLE"
0.0779951887306334,"MLE"
0.0731033490937285,"MLE"
0.0804594761578752,"MLE"
0.107925486590587,"MLE"
0.106736290757546,"MLE"
0.117910465082861,"MLE"
0.1294326740604,"MLE"
0.108074237176351,"MLE"
0.0953594773619069,"MLE"
0.103302612861164,"MLE"
0.149813250406298,"MLE"
0.07572810082467,"MLE"
0.111917821949011,"MLE"
0.147898869025449,"MLE"
0.148376235825768,"MLE"
0.17616480199881,"MLE"
0.128140910078438,"MLE"
0.0949988167664581,"MLE"
0.0739759787459554,"MLE"
0.112981626788429,"MLE"
0.0854049699387947,"MLE"
0.129886332152139,"MLE"
0.0897285409714726,"MLE"
0.134694903534271,"MLE"
0.0974802786971231,"MLE"
0.12002414472703,"MLE"
0.146220762083338,"MLE"
0.0751892491232683,"MLE"
0.101858542875222,"MLE"
0.0751427450582123,"MLE"
0.0702783047943382,"MLE"
0.120826802936399,"MLE"
0.106089284156546,"MLE"
0.0791121879441813,"MLE"
0.102019112010052,"MLE"
0.0984866477499794,"MLE"
0.0794476286236316,"MLE"
0.0908406226379696,"MLE"
0.122978617621128,"MLE"
0.109060908709602,"MLE"
0.137333304388762,"MLE"
0.079915397646044,"MLE"
0.0974727708224138,"MLE"
0.157555467438241,"MLE"
0.123288596208381,"MLE"
0.0833149751304302,"MLE"
0.0939905632739246,"MLE"
0.0698753551783809,"MLE"
0.0926062681660803,"MLE"
0.0976555016608868,"MLE"
0.0985903133749728,"MLE"
0.113798896513817,"MLE"
0.154656055516494,"MLE"
0.081545467404328,"MLE"
0.148398053869609,"MLE"
0.064507839863447,"MLE"
0.0650770216410725,"MLE"
0.0720155233152715,"MLE"
0.121091410743468,"MLE"
0.142494322194958,"MLE"
0.0903805995023543,"MLE"
0.0916682205495829,"MLE"
0.150950020823041,"MLE"
0.151819047565765,"MLE"
0.148193823771921,"MLE"
0.0906648792465351,"MLE"
0.128106123965448,"MLE"
0.107780770602544,"MLE"
0.111616474265366,"MLE"
0.122960856597611,"MLE"
0.0617809976126813,"MLE"
0.101340823124373,"MLE"
0.0776732553639708,"MLE"
0.0813242327980596,"MLE"
0.0766519490645577,"MLE"
0.096353045813178,"MLE"
0.0987037456352553,"MLE"
0.0713998422010066,"MLE"
